class,x,y
2,-1.723,-1.2421
1,0.31786,-0.20223
2,0.24739,1.7805
1,0.36318,-0.6148
1,0.45806,-0.4804
3,-2.271,-2.9389
2,0.71188,-0.90206
2,1.4853,1.0628
1,0.7609,0.3418
1,-0.94884,-0.50553
2,-0.76391,0.82527
1,-0.57799,0.28903
2,-1.7358,-1.6798
2,1.0203,1.4775
1,-0.52644,0.3514
1,0.5271,0.7487
1,-0.52656,-0.15459
1,0.67718,0.67323
1,0.67819,0.66663
1,0.97297,0.55175
2,-1.5579,-0.34757
2,-0.29055,-1.8025
1,-0.44754,-0.58258
1,-0.39788,0.035433
1,-0.35307,-0.71467
1,-0.018597,0.58568
2,1.5503,-0.15366
1,0.58561,-0.17065
1,0.039126,0.83763
1,-0.26859,-0.37758
1,-0.57734,-0.79484
1,-0.82322,-0.29915
2,-0.14588,-1.5185
1,0.15306,-0.14715
2,-1.2646,0.26883
2,1.6169,1.5092
3,2.3623,2.8772
1,0.32873,0.47225
3,1.5855,3.0025
2,-1.3949,-0.05869
1,-0.35635,-0.8271
3,-0.44932,-2.3652
1,0.0078291,0.25011
1,-0.39221,-0.5007
1,-0.21332,-0.43503
1,0.5794,0.66824
1,-0.40264,0.22472
2,-1.5851,-0.20008
1,0.42516,0.34857
1,0.017035,-0.26055
1,-0.037898,0.62595
2,0.081479,-1.2931
1,-0.51167,0.17162
2,-0.84842,1.1272
1,0.059275,0.19828
2,-1.4449,-1.1769
1,0.25639,-0.695
1,-0.74988,-0.87443
3,-2.4038,-0.31023
2,1.6582,0.81378
1,-0.75777,-0.2457
1,-0.88169,-0.5802
2,-1.4122,-1.6262
2,0.59814,-1.1879
1,0.4121,0.013546
2,-0.98282,-1.8313
1,0.58918,0.84791
1,-0.70309,-0.36682
2,-0.50887,-1.7811
2,-1.6895,-0.44651
2,0.12348,-1.4235
3,-2.929,-1.2118
1,-0.85816,-0.3325
1,-0.50861,-0.41433
1,-0.49852,-0.77113
2,-1.4849,0.30023
2,-1.7941,-0.91568
1,0.15611,-0.57406
1,-0.19384,-0.75775
1,-0.037348,-0.38962
2,1.1875,-0.29586
1,-0.66055,-0.29369
2,1.2117,-0.56304
1,-0.06442,0.18406
2,1.5303,0.18878
2,-1.1637,0.54846
2,0.16955,1.599
1,-0.36826,0.28376
1,0.26032,0.44571
1,-0.10219,0.25726
3,-2.5548,-1.4787
1,0.55413,0.33834
1,0.8129,0.59419
1,0.82598,0.70665
1,0.028996,-0.72223
3,0.88446,-1.66
1,-0.87054,-0.75244
2,-0.22908,-1.7906
2,1.546,0.50349
2,1.4097,1.7318
2,-1.2465,-1.3733
2,1.3398,1.7182
3,1.7268,2.6914
2,-1.0804,-1.4566
1,-0.40312,0.28473
1,-0.1411,-0.046997
3,2.1664,-0.10335
1,0.53218,0.4762
1,-0.42297,-0.43858
1,-0.24988,-0.18678
2,1.6898,0.27519
1,-0.81399,0.066863
2,1.6426,1.0373
2,-1.3473,-1.6059
2,0.87098,1.7169
1,-0.36778,0.1689
1,-0.28017,-0.080876
1,-0.049431,-0.28123
1,-0.069174,0.51651
1,-0.2964,0.57498
2,-1.566,-0.0022032
1,0.79705,0.67277
2,-1.3529,0.32675
2,0.78476,-0.88509
3,-2.6088,-0.52099
1,0.9379,0.49165
1,0.085614,0.21942
1,0.19762,0.58542
3,-2.2883,-0.013475
1,-0.78869,-0.20531
1,0.56109,0.089662
1,-0.10901,0.17707
1,0.11461,-0.20832
2,0.23712,1.8303
1,-0.21226,-0.216
1,-0.49993,-0.50052
2,1.7054,1.4359
1,0.1053,0.70769
2,0.6689,1.9662
2,-1.7232,0.0012162
1,-0.47273,0.25084
1,-0.75917,-0.44515
2,0.81499,1.6971
1,0.34637,0.34583
1,-0.63696,0.22743
1,0.36902,0.63708
2,-1.3001,-1.8017
1,-0.29458,-0.74109
1,0.4242,0.89245
2,-1.0425,0.5047
1,0.19505,-0.60664
2,-0.71666,1.0067
1,-0.66457,-0.14583
1,-0.06512,-0.39085
2,-1.7036,-0.88927
1,0.064317,0.31484
2,0.44599,-1.0779
3,0.00048819,-2.2969
1,-0.16939,-0.53625
1,-0.17637,-0.16399
1,-0.23109,-0.30774
1,0.86978,0.22988
2,-0.094064,-1.5499
2,0.93328,-0.62728
1,-0.23349,-0.31146
1,0.45374,0.6245
1,-0.67709,-0.18633
3,0.57062,-1.9109
1,0.75764,0.48616
2,0.7422,1.5722
2,-0.93248,-1.8541
1,-0.12387,-0.48707
1,-0.47713,0.42167
1,0.59201,0.60574
2,0.87028,1.5157
1,-0.16766,-0.17626
3,0.28238,2.428
1,0.79491,0.59036
1,-0.80319,-0.68833
1,0.14601,0.71798
2,1.3618,1.7886
2,1.8023,0.52469
3,1.4874,2.7912
2,1.2535,-0.37186
1,-0.20193,0.062084
2,-0.40537,-1.7281
1,0.80435,0.0085436
1,0.64492,-0.21452
2,1.6795,0.35165
2,1.3597,0.03568
2,-1.132,-1.5638
1,-0.48888,-0.29363
1,-0.77773,-0.25238
1,0.60362,-0.26798
1,-0.033962,-0.67289
1,0.98963,0.39971
2,-1.5287,-0.22035
2,-1.4653,-1.778
1,0.90538,0.64454
1,-0.10812,-0.46245
1,0.55671,0.013401
2,-0.72769,-1.7993
2,-0.74297,-1.7563
1,0.73851,0.39879
1,0.38566,0.49137
1,-0.42851,-0.19012
1,0.63615,0.89283
1,-0.1455,0.11579
1,0.59587,0.7617
1,-0.3283,0.12113
2,-1.6294,-0.45488
2,1.1305,1.5747
2,0.8763,1.807
2,-0.92896,0.58157
2,1.8818,1.464
1,0.095325,-0.72418
1,-0.69479,-0.45704
1,-0.12132,-0.6289
1,-0.10091,-0.02003
1,0.35552,-0.049207
2,0.92068,-0.59393
1,0.3472,0.58179
1,-0.71885,-0.71484
1,-0.22279,0.47922
1,-0.48059,-0.7751
2,0.33519,1.6725
1,-0.048123,0.39162
2,0.13976,-1.5983
1,0.33839,0.65983
3,2.4347,2.161
3,2.4083,2.3644
2,0.46788,1.8523
2,1.8166,0.21785
2,-0.23799,-1.7572
2,-1.2378,-1.6056
2,1.2855,-0.045799
1,-0.044431,-0.68449
1,-0.66779,-0.56585
2,-1.9029,-1.0751
1,-0.84347,-0.69095
1,-0.26145,-0.56035
2,-0.77445,0.87096
3,-2.0463,0.48859
3,-1.8523,0.79318
1,-0.88878,-0.40701
1,0.1966,0.21448
1,-0.98504,-0.3537
2,-0.029174,-1.5364
2,0.57767,1.7583
1,0.67472,0.87561
2,1.71,0.26976
1,-0.22216,-0.87843
1,-0.025657,0.21772
3,-2.4267,-0.65468
1,0.17502,0.083901
1,0.24853,0.11081
3,1.948,2.7465
1,0.57384,0.44624
1,0.18642,-0.29729
1,0.90606,0.33001
1,0.31156,-0.66514
2,-0.026988,1.3212
1,-0.14626,-0.042492
1,-0.32926,-0.37201
1,-0.17333,-0.45528
1,-0.48218,-0.50583
2,1.2657,-0.55873
2,1.6873,0.43906
1,0.73133,0.76866
1,0.32926,-0.26136
1,0.84071,0.72085
1,0.46998,0.40958
1,0.095901,0.66235
2,-1.5112,-1.0076
1,0.20947,0.48519
1,0.42434,0.56406
1,-0.21213,0.064127
2,0.70253,1.7889
1,-0.63658,0.25881
1,0.029011,-0.053385
1,-0.056871,-0.4565
2,0.96265,1.5812
2,-1.5734,-1.0055
1,0.21575,0.31765
2,0.7212,-0.94813
2,0.0021962,-1.6371
2,-0.5561,-1.8535
1,-0.27262,0.14601
1,0.81386,0.51369
1,-0.64133,-0.77661
3,-0.083523,3.4417
3,-3.4739,-0.52724
1,0.20623,0.69247
2,1.5056,0.38464
2,0.20884,-1.3387
1,-0.14794,-0.1344
1,-0.75181,-0.51714
1,-0.49536,-0.1666
2,1.1838,-0.69825
1,0.77625,0.90211
2,-1.6076,-0.16978
1,-0.0529,-0.74348
2,-0.018942,-1.3969
1,-0.96468,-0.48239
2,-0.77742,1.1126
1,0.12895,0.48376
1,0.11468,0.28693
2,1.1561,-0.27916
2,-0.12174,-1.452
1,-0.68851,-0.50177
1,-0.27005,-0.043391
1,-0.86139,-0.52241
1,0.059382,-0.047217
3,2.3724,0.47331
2,1.2809,1.5865
1,-0.47507,-0.50045
3,4.3403,-0.34391
1,0.19992,0.7146
1,-0.23703,0.11488
1,-0.71225,0.18236
3,-2.6543,-0.94035
2,1.3495,-0.31635
1,-0.099238,-0.62823
1,0.020218,-0.75763
1,-0.12584,-0.67731
1,0.10557,-0.26159
3,-2.2236,-2.2732
1,0.26939,0.78098
1,-0.38965,0.31803
1,0.35554,0.51549
1,-0.39914,0.22319
2,-0.9206,1.0151
1,0.20792,-0.52838
1,-0.6338,0.15547
2,-1.5151,-1.7653
2,0.62632,-1.3304
2,-0.36174,-1.637
2,-1.6736,-1.385
1,0.080068,0.25185
1,-0.75956,-0.79364
2,1.8084,1.2231
1,0.93087,0.57706
1,0.12138,-0.26152
2,1.5331,0.22344
1,-0.8008,-0.58639
1,-0.45751,-0.45262
1,-0.98026,-0.50827
3,2.8129,0.18221
1,-0.88905,-0.18998
1,-0.86759,-0.82287
2,-0.96637,-1.6259
1,0.032668,-0.065526
2,-1.3036,-1.4211
1,-0.696,0.015608
1,-0.3541,0.14734
2,-1.6544,-1.6257
1,0.66704,0.80786
2,0.69748,1.7405
1,-0.64573,0.25251
1,-0.4636,-0.60426
2,1.3517,1.5073
1,-0.57532,0.40809
1,0.0040335,0.74538
2,0.94881,-0.55149
1,0.62339,0.31539
1,-0.42883,-0.74185
1,-0.8936,-0.12232
1,0.62803,-0.3458
1,0.43312,-0.30389
1,-0.1296,-0.034721
1,-0.72942,-0.79869
1,0.24496,0.7087
1,0.14835,-0.56963
2,1.742,0.70756
1,-0.58774,0.11578
2,-0.87894,-1.6463
2,1.579,0.091134
1,0.68268,0.57183
1,-0.39027,0.0051579
2,-0.17184,-1.6849
1,-0.71051,-0.67016
1,-0.74012,-0.55884
2,-0.56204,1.3715
2,0.50533,1.5262
3,2.6828,1.5334
1,0.57053,0.40497
1,-0.41563,-0.19249
1,-0.87338,-0.70799
1,0.67979,-0.11449
1,0.2513,0.36376
2,-0.63804,0.92069
2,-1.5674,-0.79643
1,-0.87038,-0.38753
2,1.8053,1.3891
1,-0.18166,-0.2298
2,0.36264,1.45
1,0.39914,0.26048
1,0.0037497,0.50114
1,-0.094838,0.095238
1,0.20819,-0.10464
1,-0.085977,-0.16462
2,-1.3386,0.45094
2,0.69218,1.732
1,-0.74578,-0.23994
3,0.5999,2.6298
2,0.58271,1.6323
2,-1.6045,-1.4246
1,0.037429,0.26038
2,-1.335,-1.9236
2,-1.52,-1.521
1,0.56705,-0.13953
1,0.5308,-0.29348
1,-0.27912,-0.82389
1,0.36466,0.62217
1,-0.054262,-0.39044
1,0.63713,0.49132
1,0.77422,0.047019
1,0.49536,-0.45602
1,0.84168,0.30255
1,0.094542,-0.38924
1,0.71608,0.50427
3,-2.1879,0.093309
1,-0.086805,0.55177
1,0.83621,0.81655
1,0.30335,0.66528
2,1.8683,1.5089
1,-0.40559,-0.96517
1,0.86418,0.78144
1,0.31007,-0.2461
1,0.13101,-0.53211
2,1.4281,0.070502
1,0.024806,0.082512
1,0.61102,-0.25749
1,0.83445,0.74266
1,-0.22579,0.40401
1,-0.31287,-0.056698
1,-0.73834,-0.46452
1,0.16196,0.30067
1,-0.22757,-0.72417
1,0.5715,-0.24529
1,0.032824,-0.33856
1,0.27194,-0.041862
1,-0.086302,-0.51392
2,1.5666,-0.017963
2,-1.7462,-0.56277
2,0.10702,1.3505
3,-2.7962,-1.181
1,0.36283,0.022179
2,-1.6883,-1.428
2,1.5763,0.96279
1,0.55305,0.26316
2,-1.0188,-1.5022
1,-0.15939,-0.14458
1,-0.31792,0.58093
1,0.41384,-0.41571
1,-0.16718,-0.37482
1,0.13361,0.66104
1,-0.10025,-0.052969
2,1.6041,0.1001
1,-0.21754,-0.086416
2,-0.38832,-1.7324
2,1.8228,1.2949
3,-3.205,-0.56186
2,1.0989,-0.43629
1,0.63825,0.72221
2,-1.5596,-0.33564
1,-0.37559,0.14662
2,-1.2255,-1.3822
1,0.52653,-0.45218
2,-1.523,-1.2153
2,0.43261,-1.4172
2,-0.13518,1.5649
2,-0.65897,-1.7437
1,0.27268,-0.46322
2,0.36722,-1.3059
2,0.26105,-1.5623
1,-0.34614,-0.3059
2,-0.95938,0.55953
3,1.4978,2.8945
2,0.22074,-1.3249
3,-1.1886,1.9907
1,0.30597,-0.58988
3,-2.784,-0.72664
1,-0.36674,-0.8033
1,0.36254,-0.20202
1,0.46402,0.76764
2,-0.17333,1.3999
1,-0.19786,-0.78666
3,1.6981,-0.79638
1,0.096761,0.61072
1,0.50438,0.72826
2,0.41772,-1.4544
1,-0.25392,0.5988
1,-0.070142,-0.070828
3,-2.8158,-0.52859
1,-0.22627,0.092231
1,-0.063282,0.040389
1,-0.7499,-0.24249
2,-0.6031,-1.7554
1,-0.17442,0.36637
1,0.11696,0.53274
1,0.70044,0.2584
2,0.58178,-1.1101
1,0.31805,-0.29151
1,-0.73406,-0.37927
1,-0.82017,-0.14368
1,0.53554,0.81771
2,-0.67476,-1.7187
1,0.4742,-0.1432
1,-0.61268,-0.44411
2,-0.34545,-1.7469
1,0.26829,0.14935
2,1.4198,1.3905
3,0.91117,-2.1406
1,0.098871,0.14353
1,-0.80347,-0.25597
1,-0.24232,-0.4356
2,-1.0127,-1.6831
2,-1.5783,0.15713
2,-1.2556,0.15615
1,-0.62462,-0.46059
1,0.30869,0.47618
1,0.40499,-0.25508
2,0.071869,-1.3066
1,-0.2133,0.7037
1,-0.45375,-0.9521
1,0.50433,-0.15134
2,-1.4075,-1.5474
1,0.094491,0.26499
1,-0.353,0.58776
1,-0.20331,0.12814
1,0.90886,0.38889
3,2.6709,2.7919
1,0.44358,-0.055251
2,1.5227,0.16471
2,1.1698,1.711
2,-1.2303,-1.947
1,0.59819,0.86837
2,-1.0451,-1.5642
1,-0.19598,-0.01859
2,-0.28214,-1.4219
2,1.1868,1.8866
3,1.0221,-1.9057
2,-1.0954,-1.4477
1,0.0074905,-0.62427
1,0.71743,0.084359
2,0.17156,1.4747
1,-0.3797,-0.59505
1,0.76031,0.75715
1,0.45781,-0.22078
3,-0.17386,2.1132
1,-0.93664,-0.51318
1,-0.1575,0.035956
2,0.86312,-0.8857
1,0.396,0.059339
1,0.10772,0.70972
3,-0.19766,2.2705
1,0.27576,0.072364
1,0.61345,0.44221
1,-0.39061,-0.7266
1,-0.16085,0.58694
1,0.52166,0.61783
2,-1.2339,-1.4491
1,0.51846,0.3292
2,-0.96911,-1.8956
2,-1.7235,-1.1922
2,0.25813,-1.211
2,-1.4229,0.3276
1,0.11181,0.25731
1,0.31102,-0.21918
1,-0.058927,0.018471
2,1.8318,0.58125
1,0.33641,0.49036
1,0.17034,0.43714
2,1.4661,1.6636
1,-0.21447,0.10631
1,0.39503,-0.01782
2,-0.31434,-1.4402
2,0.11306,-1.5429
1,0.065196,-0.63888
1,-0.35511,-0.19581
2,1.2349,1.6884
1,-0.28213,0.12828
1,0.79768,0.13094
2,-1.051,0.65231
2,0.78587,-0.76946
2,-1.639,-0.44707
1,-0.24753,0.34878
2,-0.16205,-1.6446
1,0.30049,-0.071816
1,0.33009,-0.43288
1,-0.12188,0.447
2,0.078299,1.6326
1,0.3112,-0.049783
1,-0.33252,-0.82038
1,-0.26947,-0.31741
1,0.1352,0.60731
2,-0.44797,-1.5472
2,1.513,0.15906
1,-0.83594,-0.40656
1,0.68847,-0.02336
2,1.7307,0.43372
2,-1.6747,-0.59848
1,-0.68691,-0.70097
2,-1.7398,-0.49871
1,-0.15273,0.53627
3,2.8097,1.8264
2,-0.60044,1.2575
1,-0.70859,-0.33236
2,-0.31289,1.469
2,1.9454,0.78426
1,-0.45413,-0.043948
1,-0.50279,-0.18381
1,-0.0094243,-0.20593
1,0.64536,0.074897
2,1.0061,1.7339
2,1.4095,1.6379
2,-0.24031,-1.5051
2,-0.11881,1.5377
1,0.54347,0.32919
1,0.023193,0.093298
1,-0.083616,0.67573
1,0.56438,-0.40329
1,-0.46006,-0.26324
2,1.7986,1.1205
2,-0.63195,-1.6439
1,0.56239,0.80855
2,-1.169,-1.5335
1,-0.18168,-0.048831
2,1.4457,1.725
1,-0.14684,0.14958
2,0.22586,-1.2095
3,2.8807,1.1347
1,0.95192,0.48378
1,-0.3396,0.58586
2,-0.55368,-1.6023
1,0.52453,0.80122
1,-0.41966,-0.60448
2,-1.299,-1.7212
1,0.46884,-0.12234
1,0.60207,-0.034006
2,-1.4178,-1.5501
2,-0.97479,0.54464
3,0.61248,-2.0204
1,-0.24322,-0.4124
1,-0.33875,0.51184
1,-0.090194,-0.047309
3,2.6711,0.98699
1,-0.95735,-0.28159
3,2.9089,1.677
2,-0.67045,1.108
2,0.81502,-0.89919
1,-0.013057,0.43994
2,-0.48809,1.1331
3,1.4176,2.4953
1,-0.57221,0.14863
1,0.6299,0.63808
1,0.1491,0.72695
1,0.17263,-0.007044
1,0.4531,0.79721
2,-1.3115,-1.3082
1,0.53386,0.47807
1,0.14759,0.37222
1,0.29015,-0.31187
1,-0.45151,-0.2269
2,0.092657,-1.5553
1,0.19971,0.3564
1,0.57694,0.47161
1,-0.022182,-0.2896
1,-0.39774,-0.085567
1,-0.74739,-0.34932
2,-1.6104,-0.54436
2,-0.43016,1.3436
1,0.60189,-0.38704
2,0.85362,1.5157
3,-2.2122,-2.2347
1,-0.5541,-0.22158
1,-0.18792,-0.59241
1,0.0070517,0.37438
2,0.38826,1.7992
1,-0.55781,0.0032423
2,-0.24311,1.4995
1,0.58088,0.44291
1,0.32911,0.49713
2,0.56179,1.9001
1,-0.70871,0.16176
2,-1.7102,-0.37983
2,0.81838,1.7021
1,-0.91849,-0.46508
1,0.26191,-0.23548
2,-1.6462,-0.39347
1,-0.30131,0.02737
1,-0.14828,-0.36997
1,-0.25566,-0.67817
2,1.5544,0.98157
1,0.022828,-0.84975
2,-1.7126,-0.1152
2,-0.1653,-1.4467
1,0.55952,-0.072182
1,0.22946,0.26508
2,1.8561,0.73441
1,0.76506,0.30575
1,0.37343,0.049023
1,-0.88416,-0.82035
1,-0.42727,0.11659
1,0.11864,0.20576
1,-0.40625,0.40654
1,-0.066576,0.029157
2,-1.2455,0.14584
1,0.32603,0.36748
1,0.49269,0.4271
1,-0.23358,0.082234
1,-0.46448,0.51847
1,-0.14173,-0.043595
1,-0.20526,0.18105
3,2.8719,1.7349
1,0.55994,0.041525
1,-0.47498,0.22971
1,-0.6857,-0.49783
1,0.48245,-0.13041
1,0.33619,-0.18533
1,-0.10724,-0.21433
3,-0.042281,2.5118
1,-0.13418,-0.20377
1,-0.28261,-0.018825
1,-0.64833,-0.82384
1,-0.44291,-0.3815
1,-0.70184,0.10296
1,0.027318,0.061819
1,0.079949,0.81938
2,-0.96041,-1.6515
2,-0.57861,-1.4986
1,0.48516,-0.20392
2,-1.4923,-0.343
2,-1.8007,-1.068
2,-1.7788,-0.44129
1,-0.03652,-0.74835
1,-0.12261,-0.73313
1,0.37296,-0.52595
1,0.3349,-0.26468
2,0.24445,-1.3162
2,0.033682,1.4983
2,1.1467,1.6764
2,-1.5796,-0.73961
1,0.21734,-0.32889
2,-0.64718,1.1229
1,-0.65853,0.018441
3,-2.1539,-2.5044
1,-0.49273,0.50524
2,-1.7968,-0.5117
1,0.78469,0.7854
2,-1.1715,0.36996
1,-0.047595,-0.68058
1,0.041956,0.59744
1,0.026096,-0.13549
1,-0.1497,-0.045199
3,-1.4913,-2.9646
1,-0.66768,-0.029156
2,-1.8164,-0.89194
1,0.50072,0.80995
1,-0.19975,0.54637
2,1.3514,-0.34773
2,1.5671,-0.14416
2,1.6783,1.412
1,0.060048,0.52601
1,-0.16703,-0.60931
1,-0.049839,0.77912
1,-0.21104,-0.75377
2,-1.4483,-1.8931
1,-0.25899,-0.084578
1,-0.57803,-0.0020068
2,-1.0106,0.83982
1,-0.45674,0.26161
1,-0.16701,-0.040152
1,0.058328,0.63675
2,0.81164,1.8502
1,0.062281,-0.23556
1,0.021987,0.13529
2,-0.5892,-1.8577
1,0.65209,0.54988
2,-0.58572,-1.8021
3,2.8148,0.1708
1,-0.47238,-0.29804
2,-0.056448,1.6621
1,0.4506,-0.0041992
2,-0.115,1.4115
1,-0.2039,-0.56479
1,0.48559,0.0046865
3,-1.888,0.77749
2,1.4641,-0.25242
1,0.48973,0.18342
1,-0.0057039,0.2061
1,-0.68513,-0.72535
2,1.0458,1.8729
2,-0.82347,0.90899
2,0.85029,-0.80741
1,-0.52091,0.11503
1,0.26227,-0.0083037
2,-0.89396,-1.9693
1,-0.31763,-0.65152
1,-0.58024,0.098359
1,0.27364,0.36435
3,0.90434,2.9238
3,-3.3508,-0.74364
2,-1.4574,-1.5129
2,0.73903,-1.2173
1,0.084814,0.55298
2,0.55351,-1.3259
1,0.60814,-0.14882
3,3.1168,1.3725
2,-1.5499,-0.0090231
1,0.21477,0.33038
1,-0.63292,-0.86969
2,0.84314,1.7739
3,-0.31128,-2.7886
2,1.021,-0.72798
1,-0.27158,-0.29166
1,-0.042216,0.81238
1,-0.23898,-0.18846
1,-0.066908,-0.53873
2,-1.6491,0.14288
1,0.28389,-0.40081
1,-0.46376,-0.83392
1,0.83264,0.28045
1,-0.38251,-0.33729
2,-0.24563,-1.5762
2,-0.67817,-1.7431
1,0.40425,0.68305
1,0.11898,-0.718
2,0.54851,1.4863
1,-0.19466,-0.27613
1,-0.22429,-0.21929
2,-1.7944,-1.3533
2,1.442,-0.17785
1,0.37875,0.37273
1,0.34995,-0.32976
1,-0.66596,-0.13978
2,1.8777,0.9284
2,-1.5162,-0.25052
1,-0.050626,0.52536
1,0.13617,-0.72332
1,-0.47812,-0.52905
3,-0.7282,-3.4162
2,1.3869,-0.13604
3,-0.94436,-2.5381
1,-0.55408,-0.58231
1,-0.48037,-0.69372
1,0.20781,-0.055675
1,-0.47349,0.10588
2,-0.58343,-1.8738
2,1.8883,1.2287
2,-1.8138,-1.3795
1,-0.64264,-0.46285
1,-0.039332,-0.68503
2,1.514,0.011043
3,1.2526,2.5209
3,0.18613,2.7389
2,-1.7225,-1.5109
1,0.10413,-0.47344
1,0.27481,0.58891
1,0.39525,0.086281
1,-0.42709,-0.80148
2,0.082314,1.3529
1,-0.25172,-0.35849
1,0.047179,0.68357
2,-1.8417,-1.0968
2,-1.3029,-1.7557
2,1.1745,1.4201
1,-0.44285,0.31719
1,0.74794,-0.12042
2,1.8245,0.80292
1,0.032327,-0.62802
3,3.0825,1.8756
2,0.79755,-0.84623
2,1.657,0.28485
1,-0.46167,0.15213
1,-0.69147,-0.38762
1,-0.085961,-0.02217
1,-0.7813,-0.54396
1,-0.047935,0.81798
1,-0.25899,-0.44159
1,-0.55983,-0.71291
1,0.027863,0.64235
2,1.1582,-0.43831
1,0.52593,0.5283
1,0.099173,0.043348
2,1.2038,-0.6013
1,-0.14202,0.53914
1,0.94633,0.48709
2,1.8466,1.3106
1,0.47746,0.69616
1,0.81027,0.53079
1,0.040813,0.26934
2,0.7239,1.7795
1,0.20099,-0.44852
1,0.080636,-0.27587
1,-0.5287,-0.90361
1,0.50801,0.36213
1,0.10235,-0.43568
3,2.2414,-0.37972
1,0.87505,0.77399
1,-0.89902,-0.74122
3,1.518,2.7626
2,-0.8688,1.0714
2,-1.5961,-1.3809
1,-0.59193,0.014207
1,-0.28642,0.32286
1,0.13535,0.10681
1,-0.30866,0.56709
1,-0.1863,0.088646
2,1.4705,-0.41662
1,-0.031645,-0.46944
1,-0.63426,-0.79636
1,-0.52074,0.40241
1,0.13513,-0.51871
2,1.6185,1.0313
2,-1.1382,0.34301
1,-0.43664,-0.19988
2,-1.3422,-1.9044
1,-0.80052,-0.57244
1,-0.52467,0.19154
2,-1.5436,-0.58117
1,-0.15274,-0.09236
2,0.62023,-0.90585
2,1.9036,0.5002
1,-0.030576,-0.6039
1,-0.25248,0.39622
2,1.7287,0.23179
2,-1.6508,0.00012314
1,-0.77625,0.080913
1,-0.49272,0.099548
1,-0.29133,0.39725
1,-0.6228,0.30877
1,-0.47063,-0.31664
1,0.7467,0.93527
1,-0.66498,-0.50538
1,0.15172,-0.47888
1,-0.74781,-0.70199
2,-0.27045,-1.4241
1,0.18705,-0.43493
1,0.47183,-0.3109
2,-1.6361,-1.062
1,0.50217,0.65469
1,-0.21127,0.61717
1,0.90296,0.75706
1,0.70315,0.016201
2,0.48965,-1.0098
2,1.2462,1.4945
1,0.55105,0.47868
1,-0.63502,-0.37294
2,0.5778,1.6234
2,-0.54219,1.1403
2,0.62599,1.6506
2,-1.8463,-1.0061
2,0.45692,1.8194
2,-1.1368,-1.5476
1,0.26466,0.031766
1,0.8308,0.020422
1,-0.812,-0.74691
1,-0.46211,-0.69834
1,0.8271,-0.028065
2,0.4885,1.6655
2,1.5067,-0.050585
1,0.14191,0.79783
2,-1.1967,-1.7848
1,-0.089257,0.0097479
1,0.1144,0.081267
1,0.047378,0.46025
2,-1.5248,-0.03866
1,-0.10156,0.16983
2,1.436,1.9087
1,-0.45128,0.36073
1,-0.12913,0.06214
1,0.05618,0.096999
2,-1.3646,-1.3394
2,-0.8414,-1.8837
1,-0.34021,-0.79719
1,0.31721,0.81337
1,-0.58857,-0.12342
3,2.5109,0.89685
2,-1.5158,0.34014
2,1.3913,1.3549
1,0.38129,-0.0018555
3,0.2231,-2.7818
1,-0.10629,-0.027519
1,0.26821,0.69452
1,0.24066,0.080115
2,-1.4737,-1.056
2,0.43597,1.6218
1,-0.28648,0.1948
1,0.81043,0.22893
3,-1.5346,1.2714
1,0.059423,0.27083
2,0.52214,1.5244
1,0.19127,-0.73531
2,-1.3002,0.44111
1,-0.38629,0.14234
2,0.6144,-1.3127
1,-0.66447,0.079615
2,1.6452,0.40232
1,0.80457,0.76467
2,-1.0529,-1.5708
1,-0.28824,-0.16497
1,-0.48947,0.40164
2,1.2043,-0.37972
1,-0.75028,0.1219
2,-0.064245,1.6428
2,-1.054,0.67289
2,-1.7786,-0.58752
1,0.56066,0.12944
2,0.96924,1.5524
2,1.8746,0.48909
1,-0.50666,-0.10873
2,0.83303,-0.94287
1,-0.86473,-0.83968
2,-1.1743,-1.4686
1,0.83483,0.12624
1,-0.8044,-0.72399
2,-0.81048,0.71673
1,-0.68339,0.23278
2,1.593,1.5718
1,-0.49521,-0.59393
1,-0.055254,0.53991
2,-1.2076,-1.4425
2,-1.2697,0.33435
1,0.34576,0.77848
2,1.2897,-0.081657
2,0.74878,1.6479
1,0.54142,-0.17133
1,-0.16502,-0.61633
1,-0.23589,0.47655
1,0.20489,-0.28353
1,0.22323,0.61422
1,0.43222,-0.15934
1,-0.62367,-0.030714
1,0.039454,-0.63724
2,-1.3244,-1.3298
1,-0.03973,0.012848
1,-0.44322,-0.15651
2,0.44958,1.6052
1,-0.40702,0.29567
1,-0.56372,-0.3816
1,0.40214,0.42569
3,1.1359,-1.4998
1,0.0065539,-0.63197
2,0.18804,1.4912
1,0.22043,-0.17591
2,-1.8361,-0.42145
2,-1.6303,-0.80659
2,0.70307,-1.0151
1,-0.49541,-0.51723
1,-0.57585,0.29906
1,-0.51011,-0.12025
2,-1.6733,-0.61238
1,-0.191,0.25358
1,-0.66187,-0.66195
1,0.31719,0.82893
2,1.8216,0.93184
1,-0.536,-0.62582
1,0.30303,0.46038
3,-2.5191,-0.96334
1,0.72534,0.58559
1,0.089188,-0.048677
2,0.69935,-1.0638
1,0.34115,0.19076
1,-0.20799,0.59741
2,-1.5383,-1.1419
2,1.4816,0.0072554
2,1.0744,-0.67216
3,-2.6025,-2.2857
1,0.68877,0.23475
1,0.3587,-0.083129
2,-0.24446,1.1636
1,0.51539,0.66427
1,-0.24898,-0.06369
3,1.3813,-1.1246
